Identifiant;Type Objet;Modèle;N° Voie Pair;N° Voie Impair;Voie;Commune;Disponibilité;Début Indisponibilité;Fin Indisponibilité;Motif Indisponibilité;geo_shape;geo_point_2d
450070459;FONTAINE_BOIS;Ville de Paris Bois;;;ALLEE DE L ESPERANCE;PARIS 16EME ARRONDISSEMENT;NON;2021-12-03T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.237847762057381, 48.850966924961526], ""type"": ""Point""}";48.850966924961526,2.237847762057381
450072567;FONTAINE_BOIS;GHM Bois;;7F;RUE JACQUES DUCHESNE;PARIS 19EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.374949069649078, 48.89912592357974], ""type"": ""Point""}";48.89912592357974,2.374949069649078
450072568;FONTAINE_BOIS;GHM Bois;;7F;RUE JACQUES DUCHESNE;PARIS 19EME ARRONDISSEMENT;NON;2021-11-22T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.375362382735975, 48.899551066072306], ""type"": ""Point""}";48.899551066072306,2.375362382735975
450071740;FONTAINE_BOIS;Particulier;;11F;RUE PAYENNE;PARIS 3EME ARRONDISSEMENT;NON;2021-11-22T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.362801764034007, 48.85788557199643], ""type"": ""Point""}";48.85788557199643,2.362801764034007
450077698;FONTAINE_BOIS;;;;AVENUE SAMSON;PARIS 18EME ARRONDISSEMENT;NON;2021-12-01T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.32899405317841, 48.88877763584462], ""type"": ""Point""}";48.88877763584462,2.32899405317841
450077700;FONTAINE_BOIS;;;;RUE PIERRE REBIERE;PARIS 17EME ARRONDISSEMENT;NON;2021-11-29T02:00:00+01:00;2022-04-29T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.317078150972449, 48.89730637495542], ""type"": ""Point""}";48.89730637495542,2.317078150972449
450077716;FONTAINE_BOIS;;;;RUE FELIX FAURE;PARIS 15EME ARRONDISSEMENT;NON;2021-11-29T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.284337803849986, 48.838617771628904], ""type"": ""Point""}";48.838617771628904,2.284337803849986
450077724;FONTAINE_BOIS;;;;RUE LEOPOLD ROBERT;PARIS 14EME ARRONDISSEMENT;NON;2021-11-29T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.3292958259629613, 48.8393309922643], ""type"": ""Point""}";48.8393309922643,2.3292958259629613
450077734;FONTAINE_BOIS;;;;AVENUE DU GENERAL MICHEL BIZOT;PARIS 12EME ARRONDISSEMENT;NON;2021-11-30T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.398176259352026, 48.833093991188385], ""type"": ""Point""}";48.833093991188385,2.398176259352026
450077736;FONTAINE_BOIS;;;;AVENUE DE LA CHAPELLE;PARIS 20EME ARRONDISSEMENT;NON;2021-11-30T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.39113681261233, 48.863213867273664], ""type"": ""Point""}";48.863213867273664,2.39113681261233
450077755;FONTAINE_BOIS;;;29 FACE;BOULEVARD DE MENILMONTANT;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.389465545431796, 48.859999687256185], ""type"": ""Point""}";48.859999687256185,2.389465545431796
450077151;FONTAINE_BOIS;Bayard D1;;;PLACE 5 MARTYRS LYCEE BUFFON;PARIS 15EME ARRONDISSEMENT;NON;2021-11-26T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.31898621522813, 48.83949993816377], ""type"": ""Point""}";48.83949993816377,2.31898621522813
450077422;FONTAINE_BOIS;Ville de Paris Bois;;;PARC DE BAGATELLE;PARIS 16EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.247912886996499, 48.872953035574334], ""type"": ""Point""}";48.872953035574334,2.247912886996499
450077425;FONTAINE_BOIS;Bayard D1;4;;PLACE JACQUES MARETTE;PARIS 15EME ARRONDISSEMENT;NON;2021-11-30T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.299262250719804, 48.83263773799527], ""type"": ""Point""}";48.83263773799527,2.299262250719804
450077429;FONTAINE_BOIS;Bayard D1;;;RUE DE NOISY LE SEC;PARIS 20EME ARRONDISSEMENT;NON;2021-11-22T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.4130170697826, 48.872237263312606], ""type"": ""Point""}";48.872237263312606,2.4130170697826
450077442;FONTAINE_BOIS;Ville de Paris Bois;;;SQUARE HENRY BATAILLE;PARIS 16EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.260739578256721, 48.856096374254214], ""type"": ""Point""}";48.856096374254214,2.260739578256721
450077478;FONTAINE_BOIS;Bayard D1;;;RUE DES CORDELIERES;PARIS 13EME ARRONDISSEMENT;NON;2021-11-24T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.350409735487197, 48.83381880053815], ""type"": ""Point""}";48.83381880053815,2.350409735487197
450077522;FONTAINE_BOIS;GHM Bois;148;;RUE DE BAGNOLET;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.406877133311653, 48.86237674770848], ""type"": ""Point""}";48.86237674770848,2.406877133311653
450080496;FONTAINE_BOIS;GHM Bois;;;SQUARE PAUL PARAY;PARIS 17EME ARRONDISSEMENT;NON;2021-12-17T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.308260850622908, 48.889706134429645], ""type"": ""Point""}";48.889706134429645,2.308260850622908
450080248;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE PANTIN-BOBIGNY;PANTIN;NON;2021-11-30T02:00:00+01:00;2022-04-29T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.4087379729405303, 48.90257661178167], ""type"": ""Point""}";48.90257661178167,2.4087379729405303
450080777;FONTAINE_BOIS;Santa Cole Atlantida;;;RUE DU PRE;PARIS 18EME ARRONDISSEMENT;NON;2021-12-02T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.363887596292705, 48.896742696343026], ""type"": ""Point""}";48.896742696343026,2.363887596292705
450080628;FONTAINE_BOIS;Bayard BF3;;;RUE DU BOCAGE;PARIS 15EME ARRONDISSEMENT;NON;2021-11-26T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.305324910404023, 48.83065990379249], ""type"": ""Point""}";48.83065990379249,2.305324910404023
450080176;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;CIMETIERE PARISIEN DE THIAIS;THIAIS;NON;2021-11-29T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.376343364771845, 48.76572888683844], ""type"": ""Point""}";48.76572888683844,2.376343364771845
450080289;FONTAINE_BOIS;;;;CIMETIERE PARISIEN D'IVRY;IVRY-SUR-SEINE;NON;2021-12-01T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.365749700449867, 48.81307105274286], ""type"": ""Point""}";48.81307105274286,2.365749700449867
450024947;FONTNE_WALLACE;Caryatides;;3F;RUE DE L ESTRAPADE;PARIS 5EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.347827834521045, 48.84455432547612], ""type"": ""Point""}";48.84455432547612,2.347827834521045
450024952;FONTNE_WALLACE;Caryatides;;9F;PLACE SAINT ANDRE DES ARTS;PARIS 6EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.343100438802655, 48.852918586155106], ""type"": ""Point""}";48.852918586155106,2.343100438802655
450070377;FONTNE_WALLACE;Caryatides;212F;;RUE DE CHARENTON;PARIS 12EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.387799023157877, 48.84107928068144], ""type"": ""Point""}";48.84107928068144,2.387799023157877
450019294;BORNE_FONTAINE;GHM Ronde;12F;;COURS DE VINCENNES;PARIS 12EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.400225446152354, 48.84786320168816], ""type"": ""Point""}";48.84786320168816,2.400225446152354
450019292;BORNE_FONTAINE;GHM Ronde;80F;;COURS DE VINCENNES;PARIS 12EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.406058144587102, 48.84734400133696], ""type"": ""Point""}";48.84734400133696,2.406058144587102
450024923;BORNE_FONTAINE;BF Bayard;;31;RUE ALAIN CHARTIER;PARIS 15EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.296382847025651, 48.83757528217638], ""type"": ""Point""}";48.83757528217638,2.296382847025651
450077011;FONTAINE_ARCEAU;Fontaine Arceau;154;;AVENUE EMILE ZOLA;PARIS 15EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.295699696173643, 48.846959857785244], ""type"": ""Point""}";48.846959857785244,2.295699696173643
450080592;FONTAINE_ARCEAU;Fontaine Arceau;2;;BOULEVARD ORNANO;PARIS 18EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.349780980561636, 48.89169719276789], ""type"": ""Point""}";48.89169719276789,2.349780980561636
450025549;FONTAINE_BOIS;Wallace Bois;;;ROUTE CEINTURE LAC DAUMESNIL;PARIS 12EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.413781122249011, 48.82847706672964], ""type"": ""Point""}";48.82847706672964,2.413781122249011
450025661;FONTAINE_BOIS;Wallace Bois;;;AVENUE DE GRAVELLE;PARIS 12EME ARRONDISSEMENT;NON;2021-12-02T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.431567204010058, 48.82287032559464], ""type"": ""Point""}";48.82287032559464,2.431567204010058
450024970;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;ALLEE ADRIENNE LECOUVREUR;PARIS 7EME ARRONDISSEMENT;NON;2021-12-15T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.30176773328437, 48.85490516690257], ""type"": ""Point""}";48.85490516690257,2.30176773328437
450025341;FONTAINE_BOIS;Wallace Bois;;;AVENUE DAUMESNIL;PARIS 12EME ARRONDISSEMENT;NON;2021-12-02T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.432724852516435, 48.83980572778165], ""type"": ""Point""}";48.83980572778165,2.432724852516435
450072490;FONTAINE_BOIS;GHM Bois;;;SQUARE LOUISE DE MARILLAC;PARIS 18EME ARRONDISSEMENT;NON;2021-12-02T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.360174708690351, 48.8846285267014], ""type"": ""Point""}";48.8846285267014,2.360174708690351
450071808;FONTAINE_BOIS;GHM Bois;4;;RUE DES ARENES;PARIS 5EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.353594149118913, 48.845286994709106], ""type"": ""Point""}";48.845286994709106,2.353594149118913
450072348;FONTAINE_BOIS;Particulier;94;;RUE D ALLERAY;PARIS 15EME ARRONDISSEMENT;NON;2021-11-30T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.308491274782551, 48.83576838682284], ""type"": ""Point""}";48.83576838682284,2.308491274782551
450072297;FONTAINE_BOIS;GHM Bois;;;SQUARE DU CARDINAL WYSZYNSKI;PARIS 14EME ARRONDISSEMENT;NON;2021-11-25T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.316347497060999, 48.836309028598734], ""type"": ""Point""}";48.836309028598734,2.316347497060999
450072327;FONTAINE_BOIS;Particulier;;;SQUARE SAINT LAMBERT;PARIS 15EME ARRONDISSEMENT;NON;2021-11-30T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.297229117168131, 48.84181327963021], ""type"": ""Point""}";48.84181327963021,2.297229117168131
450072169;FONTAINE_BOIS;GHM Bois;;;PARC DE BERCY;PARIS 12EME ARRONDISSEMENT;NON;2021-11-29T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.382144517089449, 48.83615224061479], ""type"": ""Point""}";48.83615224061479,2.382144517089449
450072235;FONTAINE_BOIS;GHM Bois;;;SQUARE HELENE BOUCHER;PARIS 13EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.360333011812028, 48.818677017217176], ""type"": ""Point""}";48.818677017217176,2.360333011812028
450072588;FONTAINE_BOIS;GHM Bois;;5F;RUE DE LA DUEE;PARIS 20EME ARRONDISSEMENT;NON;2021-11-23T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.395929215891292, 48.870726616790996], ""type"": ""Point""}";48.870726616790996,2.395929215891292
450072590;FONTAINE_BOIS;GHM Bois;148F;;RUE DE MENILMONTANT;PARIS 20EME ARRONDISSEMENT;NON;2021-11-23T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.397184238675837, 48.87042921127097], ""type"": ""Point""}";48.87042921127097,2.397184238675837
450072135;FONTAINE_BOIS;Bayard D1;;;SQUARE LOUIS MAJORELLE;PARIS 11EME ARRONDISSEMENT;NON;2021-11-23T02:00:00+01:00;2022-04-29T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.381552461933467, 48.852030116126116], ""type"": ""Point""}";48.852030116126116,2.381552461933467
450072150;FONTAINE_BOIS;GHM Bois;;;SQUARE DES JARDINIERS;PARIS 11EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.391443515283128, 48.85191441935329], ""type"": ""Point""}";48.85191441935329,2.391443515283128
450072425;FONTAINE_BOIS;GHM Bois;;;PARC SAINTE PERINE;PARIS 16EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.268985897181793, 48.84486014709197], ""type"": ""Point""}";48.84486014709197,2.268985897181793
450072618;FONTAINE_BOIS;GHM Bois;;;PARC DE BELLEVILLE;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.386402640647765, 48.87072602974755], ""type"": ""Point""}";48.87072602974755,2.386402640647765
450072508;FONTAINE_BOIS;Particulier;;23F;RUE TRISTAN TZARA;PARIS 18EME ARRONDISSEMENT;NON;2021-11-26T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.363658180304599, 48.895490513792275], ""type"": ""Point""}";48.895490513792275,2.363658180304599
450072184;FONTAINE_BOIS;GHM Bois;54;;RUE DE FECAMP;PARIS 12EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.401336493621122, 48.836294627095704], ""type"": ""Point""}";48.836294627095704,2.401336493621122
450071748;FONTAINE_BOIS;GHM Bois;4;;RUE DE L ABBE MIGNE;PARIS 4EME ARRONDISSEMENT;NON;2021-11-23T02:00:00+01:00;2022-04-30T04:00:00+02:00;;"{""coordinates"": [2.35806341983476, 48.85890338072746], ""type"": ""Point""}";48.85890338072746,2.35806341983476
450072460;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;165F;BOULEVARD PEREIRE;PARIS 17EME ARRONDISSEMENT;NON;2021-11-30T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.293858653821382, 48.88314034872579], ""type"": ""Point""}";48.88314034872579,2.293858653821382
450072558;FONTAINE_BOIS;GHM Bois;;53F;QUAI DE LA SEINE;PARIS 19EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.374969025382646, 48.88677563691011], ""type"": ""Point""}";48.88677563691011,2.374969025382646
450072631;FONTAINE_BOIS;GHM Bois;;13;RUE SORBIER;PARIS 20EME ARRONDISSEMENT;NON;2021-11-22T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.392132914495424, 48.866891009902695], ""type"": ""Point""}";48.866891009902695,2.392132914495424
450072632;FONTAINE_BOIS;GHM Bois;;9;RUE DE LA BIDASSOA;PARIS 20EME ARRONDISSEMENT;NON;2021-03-22T02:00:00+01:00;;FERME DEMANDE TIERS;"{""coordinates"": [2.394173965110956, 48.86563559757796], ""type"": ""Point""}";48.86563559757796,2.394173965110956
450072638;FONTAINE_BOIS;GHM Bois;;;JARDIN DE LA GARE DE CHARONNE;PARIS 20EME ARRONDISSEMENT;NON;2021-11-24T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.409166256804789, 48.85211405252131], ""type"": ""Point""}";48.85211405252131,2.409166256804789
450072656;FONTAINE_BOIS;GHM Bois;;;RUE DES CENDRIERS;PARIS 20EME ARRONDISSEMENT;NON;2021-11-23T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.387677575649381, 48.86603520547597], ""type"": ""Point""}";48.86603520547597,2.387677575649381
450072659;FONTAINE_BOIS;Bayard BF3;4;;RUE DU TRANSVAAL;PARIS 20EME ARRONDISSEMENT;NON;2021-11-23T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.386320035574609, 48.87118451514632], ""type"": ""Point""}";48.87118451514632,2.386320035574609
450077702;FONTAINE_BOIS;;;;RUE SAINT JUST;PARIS 17EME ARRONDISSEMENT;NON;2021-11-29T02:00:00+01:00;2022-04-29T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.3128621735920962, 48.89835616504017], ""type"": ""Point""}";48.89835616504017,2.3128621735920962
450077756;FONTAINE_BOIS;;;;CHEMIN HAUTOY;PARIS 20EME ARRONDISSEMENT;NON;2021-11-30T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.390243836990715, 48.86150304771386], ""type"": ""Point""}";48.86150304771386,2.390243836990715
450077150;FONTAINE_BOIS;Particulier;;13F;RUE DE LA MONTAGNE DE LA FAGE;PARIS 15EME ARRONDISSEMENT;NON;2021-08-11T04:00:00+02:00;2022-04-30T04:00:00+02:00;FERME DEMANDE TIERS;"{""coordinates"": [2.27587070676607, 48.84035749819344], ""type"": ""Point""}";48.84035749819344,2.27587070676607
450077159;FONTAINE_BOIS;Santa Cole Atlantida;;;RUE GILBERT CESBRON;PARIS 17EME ARRONDISSEMENT;NON;2021-12-03T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.311698648495307, 48.8922042674474], ""type"": ""Point""}";48.8922042674474,2.311698648495307
450077166;FONTAINE_BOIS;GHM Bois;;11S;RUE FRANCIS PONGE;PARIS 19EME ARRONDISSEMENT;NON;2021-11-22T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.394433800721704, 48.88237464566644], ""type"": ""Point""}";48.88237464566644,2.394433800721704
450077526;FONTAINE_BOIS;Santa Cole Atlantida;;;PASSAGE NAFISSA SID CARA;PARIS 19EME ARRONDISSEMENT;NON;2021-11-26T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.408276199658579, 48.878985117946726], ""type"": ""Point""}";48.878985117946726,2.408276199658579
450080099;FONTAINE_BOIS;GHM Bois;;;RUE BELGRAND;PARIS 20EME ARRONDISSEMENT;NON;2021-11-23T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.40007255913038, 48.865352277963936], ""type"": ""Point""}";48.865352277963936,2.40007255913038
450080232;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE PANTIN-BOBIGNY;PANTIN;NON;2021-11-30T02:00:00+01:00;2022-04-29T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.4124267388205762, 48.90704106058172], ""type"": ""Point""}";48.90704106058172,2.4124267388205762
450080307;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE BAGNEUX;BAGNEUX;NON;2021-11-29T02:00:00+01:00;2022-04-29T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.3118453642861, 48.80957280545145], ""type"": ""Point""}";48.80957280545145,2.3118453642861
450080314;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE BAGNEUX;BAGNEUX;NON;2021-11-29T02:00:00+01:00;2022-04-29T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.306884931616585, 48.80222401760336], ""type"": ""Point""}";48.80222401760336,2.306884931616585
450080776;FONTAINE_BOIS;Santa Cole Atlantida;;;RUE DU PRE;PARIS 18EME ARRONDISSEMENT;NON;2021-12-02T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.362634282524931, 48.89706588785869], ""type"": ""Point""}";48.89706588785869,2.362634282524931
450080626;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;SQUARE DE L ABBE MIGNE;PARIS 14EME ARRONDISSEMENT;NON;2021-12-02T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.332709728849713, 48.83380823972911], ""type"": ""Point""}";48.83380823972911,2.332709728849713
450080172;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;CIMETIERE PARISIEN DE THIAIS;THIAIS;NON;2021-11-29T02:00:00+01:00;;FERMETURE HIVERNALE;"{""coordinates"": [2.376208813378863, 48.76212556148156], ""type"": ""Point""}";48.76212556148156,2.376208813378863
450080272;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE PANTIN-BOBIGNY;PANTIN;NON;2021-11-30T02:00:00+01:00;2022-04-29T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.409593868169694, 48.90673931748726], ""type"": ""Point""}";48.90673931748726,2.409593868169694
450080191;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;CIMETIERE PARISIEN DE THIAIS;THIAIS;NON;2021-11-29T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.378763989054142, 48.7623529548741], ""type"": ""Point""}";48.7623529548741,2.378763989054142
450080192;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;CIMETIERE PARISIEN DE THIAIS;THIAIS;NON;2021-11-29T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.378770603931271, 48.7595366416536], ""type"": ""Point""}";48.7595366416536,2.378770603931271
450080273;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE PANTIN-BOBIGNY;PANTIN;NON;2021-11-30T02:00:00+01:00;2022-04-29T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.4146215557237642, 48.910247796696176], ""type"": ""Point""}";48.910247796696176,2.4146215557237642
450080217;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE SAINT-OUEN;SAINT-OUEN;NON;2021-11-29T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.347168591394253, 48.909403877588744], ""type"": ""Point""}";48.909403877588744,2.347168591394253
450080222;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE SAINT-OUEN;SAINT-OUEN;NON;2021-11-29T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.351273113516508, 48.904230192995065], ""type"": ""Point""}";48.904230192995065,2.351273113516508
450071382;FONTAINE_TOTEM;Fontaine Totem;;37F;QUAI D ORSAY;PARIS 7EME ARRONDISSEMENT;NON;2021-11-16T02:00:00+01:00;2022-03-31T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.316364137224217, 48.86305141122345], ""type"": ""Point""}";48.86305141122345,2.316364137224217
450019291;FONTNE_WALLACE;Caryatides;2F;;AVENUE DU TRONE;PARIS 12EME ARRONDISSEMENT;NON;2021-12-14T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.399263660459304, 48.8478887465689], ""type"": ""Point""}";48.8478887465689,2.399263660459304
450019310;FONTNE_WALLACE;Caryatides;194;;AVENUE DE VERSAILLES;PARIS 16EME ARRONDISSEMENT;NON;2021-12-14T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.261037937567787, 48.83914723632047], ""type"": ""Point""}";48.83914723632047,2.261037937567787
450024944;FONTNE_WALLACE;Caryatides;;1;PLACE HENRI ROLLET;PARIS 15EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.293310184957793, 48.83590418469005], ""type"": ""Point""}";48.83590418469005,2.293310184957793
450072927;BORNE_FONTAINE;GHM Ville de Paris;;11;RUE DE LA COSSONNERIE;PARIS 1ER ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.348349231255197, 48.86152023733916], ""type"": ""Point""}";48.86152023733916,2.348349231255197
450071356;FONTAINE_ARCEAU;Fontaine Arceau;;131;AVENUE DE FRANCE;PARIS 13EME ARRONDISSEMENT;NON;2022-02-22T02:00:00+01:00;2022-03-31T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.374659937633915, 48.83112962167844], ""type"": ""Point""}";48.83112962167844,2.374659937633915
